prompt_id,seed,path,prompt,width,height,num_inference_steps,guidance_scale
21,1,data/images/21/1.png,"gothic chapel interior, moss-covered stone floor, stained glass with religious scenes, flamboyant tracery, statue of saint fiacre in gilded niche, pointed arches, lancet windows, diamond-paned clear glass, carved stone altar, medieval devotional space, gothic wall niches, decayed sacred setting, soft ambient light",1024,1024,50,7.5
22,0,data/images/22/0.png,"late 15th-century french stained glass, donor window, virgin and child, nobleman with sword, black-robed saint with crosier, female saint with jar, heraldic shield, red blue and green glass, flamboyant gothic style, kneeling patrons, devotional triptych window, gothic tracery",1024,1024,50,7.5
22,1,data/images/22/1.png,"late 15th-century french stained glass, donor window, virgin and child, nobleman with sword, black-robed saint with crosier, female saint with jar, heraldic shield, red blue and green glass, flamboyant gothic style, kneeling patrons, devotional triptych window, gothic tracery",1024,1024,50,7.5
23,0,data/images/23/0.png,"French gothic church interior, 15th century, painted wooden rood screen, crucifixion group, perpendicular gothic tracery, pointed arches, polychrome wood figures, wagon vault ceiling, heraldic shield, green-blue painted wood, medieval sculpture, devotional space, side window light, whitewashed walls",1024,1024,50,7.5
23,1,data/images/23/1.png,"French gothic church interior, 15th century, painted wooden rood screen, crucifixion group, perpendicular gothic tracery, pointed arches, polychrome wood figures, wagon vault ceiling, heraldic shield, green-blue painted wood, medieval sculpture, devotional space, side window light, whitewashed walls",1024,1024,50,7.5
24,0,data/images/24/0.png,"gothic chapel ribbed vault, red painted vault panels, gold floral patterns, heraldic shield bosses, white stone ribs with vine motifs, flamboyant gothic style, medieval stained glass windows, heraldic roundels, carved stone walls, late 15th century french gothic, aged polychromy, sacred chapel interior",1024,1024,50,7.5
24,1,data/images/24/1.png,"gothic chapel ribbed vault, red painted vault panels, gold floral patterns, heraldic shield bosses, white stone ribs with vine motifs, flamboyant gothic style, medieval stained glass windows, heraldic roundels, carved stone walls, late 15th century french gothic, aged polychromy, sacred chapel interior",1024,1024,50,7.5
25,0,data/images/25/0.png,"gothic stained glass tracery, heraldic shields, noblewoman donor, armored knight donor, grisaille figures, quatrefoil lights, red and gold coats of arms, scroll-bearing angels, silver stain details, late 15th-century glass, devotional heraldry, medieval ecclesiastical window, commemorative tracery",1024,1024,50,7.5
25,1,data/images/25/1.png,"gothic stained glass tracery, heraldic shields, noblewoman donor, armored knight donor, grisaille figures, quatrefoil lights, red and gold coats of arms, scroll-bearing angels, silver stain details, late 15th-century glass, devotional heraldry, medieval ecclesiastical window, commemorative tracery",1024,1024,50,7.5
26,0,data/images/26/0.png,"gothic piscina, ogee arch with crockets, blind arcading, limestone niche, double shelf basin, medieval church furnishing, drainage hole, carved finial, liturgical stonework, weathered gothic architecture, 15th-century ecclesiastical feature, moss on stone, sacred basin",1024,1024,50,7.5
26,1,data/images/26/1.png,"gothic piscina, ogee arch with crockets, blind arcading, limestone niche, double shelf basin, medieval church furnishing, drainage hole, carved finial, liturgical stonework, weathered gothic architecture, 15th-century ecclesiastical feature, moss on stone, sacred basin",1024,1024,50,7.5
27,0,data/images/27/0.png,"medieval gothic church wall, ashlar limestone blocks, weathered stone surface, engaged colonnettes, carved capitals, wall scar from missing fixture, worn tooling marks, gothic ecclesiastical interior, timeworn texture, aged stonework, liturgical architecture",1024,1024,50,7.5
27,1,data/images/27/1.png,"medieval gothic church wall, ashlar limestone blocks, weathered stone surface, engaged colonnettes, carved capitals, wall scar from missing fixture, worn tooling marks, gothic ecclesiastical interior, timeworn texture, aged stonework, liturgical architecture",1024,1024,50,7.5
28,0,data/images/28/0.png,"gothic chapel interior, rib vaulted ceiling, pointed arches, limestone walls, flamboyant tracery window, stained glass panels, marian scenes, medieval polychrome glass, carved gothic altar, stone relief sculpture, tabernacle niche, wall-mounted saint statue, wooden chairs, ambient colored light, late 15th century french gothic",1024,1024,50,7.5
28,1,data/images/28/1.png,"gothic chapel interior, rib vaulted ceiling, pointed arches, limestone walls, flamboyant tracery window, stained glass panels, marian scenes, medieval polychrome glass, carved gothic altar, stone relief sculpture, tabernacle niche, wall-mounted saint statue, wooden chairs, ambient colored light, late 15th century french gothic",1024,1024,50,7.5
29,0,data/images/29/0.png,"gothic stained glass, flamboyant tracery, crucifixion scene, christ before pilate, christ carrying cross, saint veronica, roman soldiers, medieval figures, french royal heraldry, blue and red glass, narrative stained glass, 15th century church window, pale gothic stone, religious scenes, flamboyant gothic art",1024,1024,50,7.5
29,1,data/images/29/1.png,"gothic stained glass, flamboyant tracery, crucifixion scene, christ before pilate, christ carrying cross, saint veronica, roman soldiers, medieval figures, french royal heraldry, blue and red glass, narrative stained glass, 15th century church window, pale gothic stone, religious scenes, flamboyant gothic art",1024,1024,50,7.5
30,0,data/images/30/0.png,"late gothic chapel interior, ribbed vaults, pale stone walls, lancet window with clear quarry glazing, diamond pane window, vertical gothic lines, simple blind niche gothic, mendicant style, natural light casting shadows, minimal ornamentation, serene sacred space, austere architecture, gothic ribbing, spiritual geometry",1024,1024,50,7.5
30,1,data/images/30/1.png,"late gothic chapel interior, ribbed vaults, pale stone walls, lancet window with clear quarry glazing, diamond pane window, vertical gothic lines, simple blind niche gothic, mendicant style, natural light casting shadows, minimal ornamentation, serene sacred space, austere architecture, gothic ribbing, spiritual geometry",1024,1024,50,7.5
31,0,data/images/31/0.png,"rural gothic chapel interior, small altar niche, twin lancet stained glass window, religious stained glass scene, virgin and child statue, lace altar cloth, polychrome angel figures, pale limestone walls, diamond pane windows, wooden chairs, bronze hanging lamp, gothic arched window, soft natural light, humble devotional space, french countryside church, intimate sacred setting",1024,1024,50,7.5
31,1,data/images/31/1.png,"rural gothic chapel interior, small altar niche, twin lancet stained glass window, religious stained glass scene, virgin and child statue, lace altar cloth, polychrome angel figures, pale limestone walls, diamond pane windows, wooden chairs, bronze hanging lamp, gothic arched window, soft natural light, humble devotional space, french countryside church, intimate sacred setting",1024,1024,50,7.5
32,0,data/images/32/0.png,"flamboyant gothic oriel balcony, gothic tracery, carved stone balustrade, ogee arches, crockets, finials, trefoils, ribbed vault corbels, miniature gothic vaults, late gothic stone carving, cathedral façade detail, flamboyant architecture, weathered limestone, gothic external balcony, theatrical medieval architecture, ornate gothic projection",1024,1024,50,7.5
32,1,data/images/32/1.png,"flamboyant gothic oriel balcony, gothic tracery, carved stone balustrade, ogee arches, crockets, finials, trefoils, ribbed vault corbels, miniature gothic vaults, late gothic stone carving, cathedral façade detail, flamboyant architecture, weathered limestone, gothic external balcony, theatrical medieval architecture, ornate gothic projection",1024,1024,50,7.5
33,0,data/images/33/0.png,"late medieval stained glass, grisaille portrait, cleric in white robe, red stole, folded hands, donor figure, cobalt blue background, diamond pattern robes, silver stain, black enamel shading, realistic facial features, tonsured head, medieval stained glass art, sacred portraiture, gothic stained glass window, 15th century ecclesiastical glass, contemplative expression",1024,1024,50,7.5
33,1,data/images/33/1.png,"late medieval stained glass, grisaille portrait, cleric in white robe, red stole, folded hands, donor figure, cobalt blue background, diamond pattern robes, silver stain, black enamel shading, realistic facial features, tonsured head, medieval stained glass art, sacred portraiture, gothic stained glass window, 15th century ecclesiastical glass, contemplative expression",1024,1024,50,7.5
34,0,data/images/34/0.png,"gothic stained glass, allegorical women, 15th century window, female figures with books, reading and writing, medieval stylus, elegant gowns, elaborate hair, heart-shaped hairstyle, grisaille painting, silver stain, deep blue and red glass, international gothic style, medieval glass painting, gothic lead lines, personification of liberal arts, illuminated stained glass",1024,1024,50,7.5
34,1,data/images/34/1.png,"gothic stained glass, allegorical women, 15th century window, female figures with books, reading and writing, medieval stylus, elegant gowns, elaborate hair, heart-shaped hairstyle, grisaille painting, silver stain, deep blue and red glass, international gothic style, medieval glass painting, gothic lead lines, personification of liberal arts, illuminated stained glass",1024,1024,50,7.5
35,0,data/images/35/0.png,"flamboyant gothic stained glass, passion of christ, christ carrying the cross, roman soldiers, angels with red and blue wings, expressive medieval figures, gothic script scrolls, narrative stained glass, 15th century glasswork, vibrant red and blue glass, grisaille painting, flamboyant tracery, late gothic window, medieval religious scene, pathos, illuminated biblical scene, medieval glazing",1024,1024,50,7.5
35,1,data/images/35/1.png,"flamboyant gothic stained glass, passion of christ, christ carrying the cross, roman soldiers, angels with red and blue wings, expressive medieval figures, gothic script scrolls, narrative stained glass, 15th century glasswork, vibrant red and blue glass, grisaille painting, flamboyant tracery, late gothic window, medieval religious scene, pathos, illuminated biblical scene, medieval glazing",1024,1024,50,7.5
36,0,data/images/36/0.png,"gothic stained glass, 15th century, flamboyant gothic tracery, christ in majesty, coronation of the virgin, quatrefoil tracery, angels in adoration, narrative panels, religious scenes, scrolls with gothic script, cobalt blue glass, ruby red glass, grisaille painting, heraldic shields, noble patronage, densely populated scenes, lancet windows, medieval stained glass",1024,1024,50,7.5
36,1,data/images/36/1.png,"gothic stained glass, 15th century, flamboyant gothic tracery, christ in majesty, coronation of the virgin, quatrefoil tracery, angels in adoration, narrative panels, religious scenes, scrolls with gothic script, cobalt blue glass, ruby red glass, grisaille painting, heraldic shields, noble patronage, densely populated scenes, lancet windows, medieval stained glass",1024,1024,50,7.5
37,0,data/images/37/0.png,"flamboyant gothic pier, compound column, foliate capital, 15th century gothic church, ribbed vault springer, stone foliage carving, gothic ribbed vault, late gothic architecture, engaged colonnettes, gothic naturalistic ornament, aged limestone, gothic structural detail, flamboyant carving, gothic vault ribs, medieval architectural sculpture, gothic pier detail",1024,1024,50,7.5
37,1,data/images/37/1.png,"flamboyant gothic pier, compound column, foliate capital, 15th century gothic church, ribbed vault springer, stone foliage carving, gothic ribbed vault, late gothic architecture, engaged colonnettes, gothic naturalistic ornament, aged limestone, gothic structural detail, flamboyant carving, gothic vault ribs, medieval architectural sculpture, gothic pier detail",1024,1024,50,7.5
38,0,data/images/38/0.png,"late gothic relief, flamboyant gothic architecture, narrative sculpture, passion of christ scenes, christ before pilate, entry into jerusalem, carrying the cross, dense crowd of medieval figures, gothic stone retable, crocketed pinnacles, gothic tracery, polychromed limestone, faded medieval colors, dynamic gothic composition, french church sculpture, dramatic gothic storytelling",1024,1024,50,7.5
38,1,data/images/38/1.png,"late gothic relief, flamboyant gothic architecture, narrative sculpture, passion of christ scenes, christ before pilate, entry into jerusalem, carrying the cross, dense crowd of medieval figures, gothic stone retable, crocketed pinnacles, gothic tracery, polychromed limestone, faded medieval colors, dynamic gothic composition, french church sculpture, dramatic gothic storytelling",1024,1024,50,7.5
39,0,data/images/39/0.png,"gothic sculpture, virgin and child statue, flowing drapery, medieval religious sculpture, flamboyant gothic style, limestone niche, harrowing of hell relief, hellmouth, rescued souls, narrative bas-relief, weathered polychromy, medieval stone carving, late gothic altarpiece, sacred art, french gothic church, worn painted sculpture, devotional imagery",1024,1024,50,7.5
39,1,data/images/39/1.png,"gothic sculpture, virgin and child statue, flowing drapery, medieval religious sculpture, flamboyant gothic style, limestone niche, harrowing of hell relief, hellmouth, rescued souls, narrative bas-relief, weathered polychromy, medieval stone carving, late gothic altarpiece, sacred art, french gothic church, worn painted sculpture, devotional imagery",1024,1024,50,7.5
40,0,data/images/40/0.png,"gothic capital carving, man harvesting grapes, vine leaves and tendrils, stylized grape clusters, high relief stone sculpture, gothic vegetal ornament, pale limestone, medieval vineyard symbolism, gothic church detail, foliate gothic carving, naturalistic gothic sculpture, religious vineyard imagery, twisting vines, late medieval architecture, whimsical gothic art",1024,1024,50,7.5
40,1,data/images/40/1.png,"gothic capital carving, man harvesting grapes, vine leaves and tendrils, stylized grape clusters, high relief stone sculpture, gothic vegetal ornament, pale limestone, medieval vineyard symbolism, gothic church detail, foliate gothic carving, naturalistic gothic sculpture, religious vineyard imagery, twisting vines, late medieval architecture, whimsical gothic art",1024,1024,50,7.5
41,0,data/images/41/0.png,"flamboyant gothic jubé, rood screen, relocated gothic architecture, side chapel, openwork stone tracery, crocketed gables, pointed arches, flamboyant ribs, gothic capitals, pale limestone structure, late gothic french style, liturgical stone screen, ornate gothic arches, delicate gothic carving, gothic church interior, 15th century jubé",1024,1024,50,7.5
41,1,data/images/41/1.png,"flamboyant gothic jubé, rood screen, relocated gothic architecture, side chapel, openwork stone tracery, crocketed gables, pointed arches, flamboyant ribs, gothic capitals, pale limestone structure, late gothic french style, liturgical stone screen, ornate gothic arches, delicate gothic carving, gothic church interior, 15th century jubé",1024,1024,50,7.5
42,0,data/images/42/0.png,"15th century stained glass, medieval king enthroned, bishops with croziers, gold mitres, royal scepter, benediction gesture, gothic architecture, grisaille background, vivid red and blue glass, heraldic shields, latin inscription, religious scene, late gothic style, ecclesiastical window",1024,1024,50,7.5
42,1,data/images/42/1.png,"15th century stained glass, medieval king enthroned, bishops with croziers, gold mitres, royal scepter, benediction gesture, gothic architecture, grisaille background, vivid red and blue glass, heraldic shields, latin inscription, religious scene, late gothic style, ecclesiastical window",1024,1024,50,7.5
43,0,data/images/43/0.png,"gothic stained glass, fall of babylon scene, merchants lamenting, 15th-century church window, flamboyant gothic architecture, angel with crown and scroll, fortified medieval city, red blue tiled rooftops, rich jewel tones, painted grisaille details, apocalyptic religious imagery, revelation 18, bearded robed figures, ornate canopies and tracery",1024,1024,50,7.5
43,1,data/images/43/1.png,"gothic stained glass, fall of babylon scene, merchants lamenting, 15th-century church window, flamboyant gothic architecture, angel with crown and scroll, fortified medieval city, red blue tiled rooftops, rich jewel tones, painted grisaille details, apocalyptic religious imagery, revelation 18, bearded robed figures, ornate canopies and tracery",1024,1024,50,7.5
44,0,data/images/44/0.png,"stained glass angel head, 15th century gothic window, golden curls, silver stain, downcast eyes, serene face, layered feathered wing, grisaille painting, diamond quarry glass, late gothic church art, ethereal angelic fragment, medieval border decoration, contemplative expression",1024,1024,50,7.5
44,1,data/images/44/1.png,"stained glass angel head, 15th century gothic window, golden curls, silver stain, downcast eyes, serene face, layered feathered wing, grisaille painting, diamond quarry glass, late gothic church art, ethereal angelic fragment, medieval border decoration, contemplative expression",1024,1024,50,7.5
45,0,data/images/45/0.png,"gothic chapel interior, large stained glass window, flamboyant tracery, bishop and virgin scene, enthroned madonna and child, narrative stained glass, polyptych altarpiece, crucifixion scene, carrying the cross, lamentation panel, northern renaissance style, grey stone altar, devotional chapel, pale limestone walls, gothic pointed arch, religious artwork",1024,1024,50,7.5
45,1,data/images/45/1.png,"gothic chapel interior, large stained glass window, flamboyant tracery, bishop and virgin scene, enthroned madonna and child, narrative stained glass, polyptych altarpiece, crucifixion scene, carrying the cross, lamentation panel, northern renaissance style, grey stone altar, devotional chapel, pale limestone walls, gothic pointed arch, religious artwork",1024,1024,50,7.5
46,0,data/images/46/0.png,"gothic chapel interior, ribbed vaulted ceiling, pointed arches, stained glass window with flamboyant tracery, lancet panels with religious scenes, pale plastered stone walls, wooden cross, wrought iron chandelier, medieval church, trefoil and quatrefoil motifs, vibrant colored light, gothic religious architecture",1024,1024,50,7.5
46,1,data/images/46/1.png,"gothic chapel interior, ribbed vaulted ceiling, pointed arches, stained glass window with flamboyant tracery, lancet panels with religious scenes, pale plastered stone walls, wooden cross, wrought iron chandelier, medieval church, trefoil and quatrefoil motifs, vibrant colored light, gothic religious architecture",1024,1024,50,7.5
47,0,data/images/47/0.png,"gothic chapel interior, rib vault ceiling, lancet stained glass windows, wooden choir screen, gothic panel carvings, french jubé, altar with tabernacle, pale limestone walls, late 15th century, religious stained glass, chancel division, angel sculptures, liturgical furnishings, flamboyant gothic architecture, solemn ecclesiastical space",1024,1024,50,7.5
47,1,data/images/47/1.png,"gothic chapel interior, rib vault ceiling, lancet stained glass windows, wooden choir screen, gothic panel carvings, french jubé, altar with tabernacle, pale limestone walls, late 15th century, religious stained glass, chancel division, angel sculptures, liturgical furnishings, flamboyant gothic architecture, solemn ecclesiastical space",1024,1024,50,7.5
48,0,data/images/48/0.png,"15th-century flamboyant gothic vault, ribbed ceiling, carved stone boss, herringbone masonry, french limestone vaulting, quadripartite gothic ribs, foliate gothic boss, sacred gothic architecture, late medieval vault, elegant rib structure, gothic stone canopy",1024,1024,50,7.5
